Input Amount,Price Impact,Input Token Address,Output Token Address,Output Amount,Exchange Rate,Asset
1.0,0.0001,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1.0,1.0,eUSD Base
50001.0,0.0001,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,49995.03,0.9998806023879522,eUSD Base
100001.0,0.0003,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,99988.94,0.999879401205988,eUSD Base
150001.0,0.0004,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,149982.74,0.9998782674782168,eUSD Base
200001.0,0.0005,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,199976.41,0.999877050614747,eUSD Base
250001.0,0.0006,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,249969.96,0.999875840496638,eUSD Base
300001.0,0.0007,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,299963.39,0.9998746337512208,eUSD Base
350001.0,0.0009,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,349956.7,0.9998734289330602,eUSD Base
400001.0,0.001,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,399949.88,0.9998722003194992,eUSD Base
450001.0,0.0011,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,449942.94,0.9998709780644932,eUSD Base
500001.0,0.0012,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,499935.88,0.9998697602604796,eUSD Base
550001.0,0.0013,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,549928.7,0.9998685456935532,eUSD Base
600001.0,0.0015,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,599921.39,0.9998673168878052,eUSD Base
650001.0,0.0016,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,649913.96,0.9998660925137036,eUSD Base
700001.0,0.0017,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,699906.41,0.999864871621612,eUSD Base
750001.0,0.0018,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,749898.73,0.9998636401818132,eUSD Base
800001.0,0.002,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,799890.93,0.9998624126719842,eUSD Base
850001.0,0.0021,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,849883.01,0.999861188398602,eUSD Base
900001.0,0.0022,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,899874.96,0.9998599557111604,eUSD Base
950001.0,0.0023,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,949866.8,0.9998587369908032,eUSD Base
1000001.0,0.0024,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,999858.5,0.9998575001425,eUSD Base
1050001.0,0.0026,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1049850.09,0.999856276327356,eUSD Base
1100001.0,0.0027,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1099841.55,0.9998550455863222,eUSD Base
1150001.0,0.0028,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1149832.89,0.9998538175184196,eUSD Base
1200001.0,0.0029,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1199824.11,0.9998525917895068,eUSD Base
1250001.0,0.0031,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1249815.2,0.9998513601189118,eUSD Base
1300001.0,0.0032,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1299806.17,0.9998501308845148,eUSD Base
1350001.0,0.0033,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1349797.01,0.9998488964082248,eUSD Base
1400001.0,0.0034,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1399787.73,0.9998476643945254,eUSD Base
1450001.0,0.0035,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1449778.33,0.9998464345886658,eUSD Base
1500001.0,0.0037,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1499768.8,0.9998452001032,eUSD Base
1550001.0,0.0038,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1549759.15,0.9998439678426012,eUSD Base
1600001.0,0.0039,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1599749.38,0.9998427375982888,eUSD Base
1650001.0,0.0043,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1649735.67,0.999839194036852,eUSD Base
1700001.0,0.0059,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1699698.36,0.999821976575308,eUSD Base
1750001.0,0.0109,0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,1749604.03,0.9997731601296228,eUSD Base
